0	0	+1.834041529420572e+00	-8.290203319680103e-02	+5.041793038220320e-03	+0.000000000000000e+00
0	1	+2.177492865855598e+00	-9.837919972507218e-02	+6.059616379121926e-03	+0.000000000000000e+00
0	2	+2.586980206057271e+00	-1.168233818010547e-01	+7.290093428548129e-03	+0.000000000000000e+00
0	3	+3.076454414294099e+00	-1.388556741860802e-01	+8.781342880395651e-03	+0.000000000000000e+00
0	4	+3.663056434767014e+00	-1.652369361464150e-01	+1.059310417543368e-02	+0.000000000000000e+00
0	5	+4.365816138541144e+00	-1.968174072312600e-01	+1.279504638904676e-02	+0.000000000000000e+00
0	6	+5.209668630879406e+00	-2.347015158792080e-01	+1.547725841540431e-02	+0.000000000000000e+00
0	7	+6.222425777666345e+00	-2.801290314929825e-01	+1.874547519602460e-02	+0.000000000000000e+00
0	8	+7.440264108020379e+00	-3.346993764356986e-01	+2.273583864287039e-02	+0.000000000000000e+00
0	9	+8.907441269839712e+00	-4.003639322864955e-01	+2.761747393019345e-02	+0.000000000000000e+00
0	10	+1.067366576583515e+01	-4.793277049166933e-01	+3.359080633625060e-02	+0.000000000000000e+00
0	11	+1.280806248206652e+01	-5.746099583404025e-01	+4.092377425740855e-02	+0.000000000000000e+00
0	12	+1.539108928496506e+01	-6.897294989265721e-01	+4.994053262063959e-02	+0.000000000000000e+00
0	13	+1.851385093344460e+01	-8.286905993769761e-01	+6.102890139604809e-02	+0.000000000000000e+00
0	14	+2.229232391957661e+01	-9.965543558347463e-01	+7.468277276766921e-02	+0.000000000000000e+00
0	15	+2.688623451442736e+01	-1.200179340689996e+00	+9.155582391855156e-02	+0.000000000000000e+00
0	16	+3.246383595904103e+01	-1.446866280244969e+00	+1.124043901757114e-01	+0.000000000000000e+00
0	17	+3.923692249222232e+01	-1.745738627040696e+00	+1.381858678750110e-01	+0.000000000000000e+00
0	18	+4.749106503336703e+01	-2.108903695128889e+00	+1.701466666759411e-01	+0.000000000000000e+00
0	19	+5.754713732947571e+01	-2.549989306596218e+00	+2.097793885513225e-01	+0.000000000000000e+00
0	20	+6.981055164878619e+01	-3.086026884225289e+00	+2.589642231584816e-01	+0.000000000000000e+00
0	21	+8.477404297370040e+01	-3.737539180212011e+00	+3.200234050279194e-01	+0.000000000000000e+00
0	22	+1.030332191013336e+02	-4.529092494062614e+00	+3.958087837755389e-01	+0.000000000000000e+00
0	23	+1.253362860193061e+02	-5.491050409961974e+00	+4.898412673943969e-01	+0.000000000000000e+00
0	24	+1.525509385026784e+02	-6.658216783213928e+00	+6.063155761662292e-01	+0.000000000000000e+00
0	25	+1.857909261432085e+02	-8.074152178507976e+00	+7.502894899882865e-01	+0.000000000000000e+00
0	26	+2.262409496011356e+02	-9.784498051004812e+00	+9.274612996851515e-01	+0.000000000000000e+00
0	27	+2.753589801050085e+02	-1.184358134180412e+01	+1.144266002846143e+00	+0.000000000000000e+00
0	28	+3.348109347645267e+02	-1.431100544165905e+01	+1.407400589760418e+00	+0.000000000000000e+00
0	29	+4.062920739084125e+02	-1.724412289311143e+01	+1.723104599249976e+00	+0.000000000000000e+00
0	30	+4.917135853611668e+02	-2.070221836899434e+01	+2.095735986316871e+00	+0.000000000000000e+00
0	31	+5.926763965492171e+02	-2.472612753945080e+01	+2.525665104669894e+00	+0.000000000000000e+00
0	32	+7.100826774301119e+02	-2.932288589768740e+01	+3.006779176475768e+00	+0.000000000000000e+00
0	33	+8.441021748876664e+02	-3.446135028669182e+01	+3.521460147933770e+00	+0.000000000000000e+00
0	34	+9.928397193408408e+02	-4.002877740698727e+01	+4.038654160640976e+00	+0.000000000000000e+00
0	35	+1.152009323038656e+03	-4.589253607776634e+01	+4.517033916872128e+00	+0.000000000000000e+00
0	36	+1.314306626315532e+03	-5.172356575992126e+01	+4.891062366958001e+00	+0.000000000000000e+00
0	37	+1.468857087599659e+03	-5.709601526372463e+01	+5.096681026628999e+00	+0.000000000000000e+00
0	38	+1.603166121998029e+03	-6.156578662899268e+01	+5.075489505774047e+00	+0.000000000000000e+00
0	39	+1.703978061045257e+03	-6.469798258751561e+01	+4.812612373565721e+00	+0.000000000000000e+00
0	40	+1.761231016997882e+03	-6.619240038765133e+01	+4.329702466246260e+00	+0.000000000000000e+00
0	41	+1.770071826578594e+03	-6.594050832398257e+01	+3.696175050524046e+00	+0.000000000000000e+00
0	42	+1.732098851747033e+03	-6.405102937541989e+01	+2.991501996083068e+00	+0.000000000000000e+00
0	43	+1.654595711679754e+03	-6.081067446443786e+01	+2.306531565076918e+00	+0.000000000000000e+00
0	44	+1.548131026628837e+03	-5.660352243668473e+01	+1.698179871950128e+00	+0.000000000000000e+00
0	45	+1.423901943827251e+03	-5.182490153745911e+01	+1.194212889875646e+00	+0.000000000000000e+00
0	46	+1.291942115319134e+03	-4.682362349323925e+01	+8.003751353580232e-01	+0.000000000000000e+00
0	47	+1.160069385938943e+03	-4.186987484324992e+01	+5.067369936238716e-01	+0.000000000000000e+00
0	48	+1.033525331792816e+03	-3.714589920102530e+01	+2.944911186924393e-01	+0.000000000000000e+00
0	49	+9.155995233342932e+02	-3.276422101327293e+01	+1.459405583548218e-01	+0.000000000000000e+00
0	50	+8.079057088784622e+02	-2.877927779437128e+01	+4.460380045146606e-02	+0.000000000000000e+00
0	51	+7.109252730073273e+02	-2.520556738859932e+01	-2.287803580730840e-02	+0.000000000000000e+00
0	52	+6.244659802079140e+02	-2.203309850514743e+01	-6.639958115200137e-02	+0.000000000000000e+00
0	53	+5.478154476662340e+02	-1.923444421765548e+01	-9.376950200807398e-02	+0.000000000000000e+00
0	54	+4.803024320665554e+02	-1.678585060566808e+01	-1.093586592799684e-01	+0.000000000000000e+00
0	55	+4.209266755251002e+02	-1.464825868049631e+01	-1.173629784601073e-01	+0.000000000000000e+00
